title,release_date,price,link,average_review,num_positive_reviews,num_reviews,tags,genres,minrequirements
Exocraft,"Mar 12, 2019",0,https://store.steampowered.com/app/793490/Exocraft/?snr=1_7_7_230_150_67,Mixed,54,,"['MMO', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']","['OS: Windows 7+, 32-bit', 'Processor: 1 GHz Equivalent CPU', 'Memory: 1 GB RAM', 'Network: Broadband Internet connection', 'Storage: 150 MB available space']"
Ghosts of War: Battle Royale WW2 Shooting games,"Oct 26, 2021",0,https://store.steampowered.com/app/1755120/Ghosts_of_War_Battle_Royale_WW2_Shooting_games/?snr=1_7_7_230_150_67,Mixed,50,,"['Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer']","['OS: Windows® 7 / Windows® 8 / Windows® 10', 'Processor: Intel® Pentium® D или AMD® Athlon™ 64 X2', 'Memory: 2 GB RAM', 'Graphics: NVIDIA® GeForce® 8600 GT  ATI™ Radeon™ HD 2600XT', 'Network: Broadband Internet connection', 'Storage: 2 GB available space']"
Divided We Fall: Play For Free,"Oct 2, 2017",0,https://store.steampowered.com/app/495580/Divided_We_Fall_Play_For_Free/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']","['Action', 'Free to Play', 'Indie']","['OS: Windows Vista, or more recent', 'Processor: Dual Core 2Ghz', 'Memory: 2 GB RAM', 'Graphics: Nvidia GTX8800, Intel 4000 or equivalent', 'DirectX: Version 10', 'Storage: 1 GB available space', 'Sound Card: Not required']"
Path of War,"Sep 12, 2016",0,https://store.steampowered.com/app/513440/Path_of_War/?snr=1_7_7_230_150_67,Mixed,54,,"['MMO', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Leaderboards']","['Free to Play', 'Indie', 'Massively Multiplayer']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 (64 Bit)', 'Processor: Dual Core 1.5 Ghz', 'Memory: 1 GB RAM', 'Graphics: DX11 Feature Level 10', 'DirectX: Version 11', 'Storage: 1 GB available space']"
BATTLECREW™ Space Pirates,"Jul 10, 2017",0,https://store.steampowered.com/app/411480/BATTLECREW_Space_Pirates/?snr=1_7_7_230_150_67,Mixed,54,,"['Online PvP', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards']","['Action', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows 7/8/10 64-bit', 'Processor: Quad-core Intel or AMD, 2.0 GHz or faster', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce GTX 560TI or AMD Radeon HD7850', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 5 GB available space']"
Milkcraft,"Jan 21, 2021",0,https://store.steampowered.com/app/1204990/Milkcraft/?snr=1_7_7_230_150_67,Mixed,54,,"['MMO', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']","['OS: Windows 7 SP1, Windows 8.1 64-bits, Windows 10 64-bits', 'Processor: Intel Core i5-2400 3.1GHz / AMD Radeon FX-8120 3.1GHz', 'Memory: 1 GB RAM', 'Graphics: NVIDIA GeForce GTX 750 Ti / AMD Radeon HD 6950', 'Network: Broadband Internet connection', 'Storage: 1 GB available space']"
Grace of Zordan,"Oct 25, 2017",0,https://store.steampowered.com/app/685420/Grace_of_Zordan/?snr=1_7_7_230_150_67,Mixed,54,,"['Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Free to Play', 'Indie', 'Strategy']","['OS: Windows 7 / Windows 8 / Windows 8.1 / Windows 10', 'Processor: Intel Core 2 Duo E4600 or AMD Athlon II P340 Dual Core', 'Memory: 3 GB RAM', 'Graphics: Intel HD Graphics 615 or Radeon 6600M', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 600 MB available space']"
DF-41 Simulator,"Jul 7, 2020",0,https://store.steampowered.com/app/1352740/DF41_Simulator/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play', 'Indie', 'RPG']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 (64-bit)', 'Processor: Intel i5-8250U 1.60GHz', 'Memory: 8 GB RAM', 'Graphics: Intel(R) UHD Graphics 620', 'DirectX: Version 11', 'Storage: 17 GB available space']"
War Identity,"Dec 3, 2020",0,https://store.steampowered.com/app/1391690/War_Identity/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Stats', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: 64-bit Windows 7, Windows 8.1, Windows 10', 'Processor: Core i5 / AMD FX', 'Memory: 8 GB RAM', 'Graphics: GTX 1030 / RX 550', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 15 GB available space']"
Naval Armada: Fleet Battle,"Jan 14, 2020",0,https://store.steampowered.com/app/618620/Naval_Armada_Fleet_Battle/?snr=1_7_7_230_150_67,Mixed,54,,"['MMO', 'Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']","['Requires a 64-bit processor and operating system', 'OS: Windows 7, 8.0, 8.1, 10', 'Processor: 2 GHz', 'Memory: 1 GB RAM', 'Graphics: video card with 512 MB RAM', 'Network: Broadband Internet connection', 'Storage: 400 MB available space']"
Mystic Journey: Tri Peaks Solitaire,"May 11, 2017",0,https://store.steampowered.com/app/615340/Mystic_Journey_Tri_Peaks_Solitaire/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']","['Adventure', 'Casual']",[]
Idle Expanse,"Sep 7, 2020",0,https://store.steampowered.com/app/891480/Idle_Expanse/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Indie', 'RPG']","['Requires a 64-bit processor and operating system', 'OS: Windows 7', 'Processor: Dual Core 3.0 Ghz', 'Memory: 8 GB RAM', 'Graphics: GeForce GT 710 1 GB', 'DirectX: Version 9.0', 'Storage: 300 MB available space', 'Sound Card: Integrated Sound']"
Best in the West,"Dec 5, 2019",0,https://store.steampowered.com/app/1113880/Best_in_the_West/?snr=1_7_7_230_150_67,Mixed,54,,"['Online PvP', 'Stats', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Early Access']","['OS: 64-bit Windows 7, Windows 8.1, Windows 10', 'Processor: Intel Core i5-4430 / AMD FX-6300', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 960 2GB / AMD Radeon R7 370 2GB', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 15 GB available space', 'Sound Card: any']"
Dark Gnome,"Mar 18, 2019",0,https://store.steampowered.com/app/960330/Dark_Gnome/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Steam Achievements', 'In-App Purchases']","['Action', 'Casual', 'Free to Play']",[]
Gunspell 2 – Match 3 Puzzle RPG,"Dec 11, 2020",0,https://store.steampowered.com/app/1477570/Gunspell_2__Match_3_Puzzle_RPG/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Vista SP1+, Windows 7 or higher', 'Processor: 64 bit dual core processor', 'Memory: 2 GB RAM', 'Graphics: Direct X compatible, 1Gb', 'Network: Broadband Internet connection', 'Storage: 400 MB available space', 'Sound Card: Required']"
The Sun Will Rise,"Oct 3, 2016",0,https://store.steampowered.com/app/510790/The_Sun_Will_Rise/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Partial Controller Support']","['Action', 'Adventure', 'Free to Play', 'Indie']",[]
Misfire,"Oct 29, 2019",0,https://store.steampowered.com/app/1145270/Misfire/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Cloud', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Casual', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows 8 64-bit or later', 'Processor: Quad-core Intel or AMD processor or better', 'Graphics: NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher']"
Blocky Snake,"Oct 10, 2018",0,https://store.steampowered.com/app/942310/Blocky_Snake/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Casual']",[]
Dino Delivery,"Aug 20, 2019",0,https://store.steampowered.com/app/1109400/Dino_Delivery/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Full controller support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Free to Play']","['OS: Windows 10', 'Processor: Intel Core i5-8400', 'Memory: 8 GB RAM', 'Graphics: Nvidia GTX 860', 'Storage: 3743 MB available space']"
Greed: Abandoned Dogs,"Jul 22, 2021",0,https://store.steampowered.com/app/1239940/Greed_Abandoned_Dogs/?snr=1_7_7_230_150_67,Mixed,54,,"['Online PvP', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play', 'Massively Multiplayer']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel i5-4690 3.50GHz', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 1050 Ti', 'DirectX: Version 11', 'Storage: 50 GB available space', 'Sound Card: Realtek High Definition Audio']"
Venture Valley,"Oct 13, 2020",0,https://store.steampowered.com/app/1395330/Venture_Valley/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Casual', 'Free to Play', 'Simulation']","['OS: Windows 10', 'Processor: Intel Core i3-6100U', 'Memory: 2 GB RAM', 'Graphics: NVIDIA GeForce 920M', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 1 GB available space']"
Frontier Runner,"Dec 18, 2017",0,https://store.steampowered.com/app/760490/Frontier_Runner/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Adventure', 'Free to Play', 'Indie']","['OS: Microsoft Windows 2000 / XP / Vista', 'Processor: 1.0 GHz Intel Pentium III equivalent', 'Memory: 2 GB RAM', 'Graphics: 1024x768 video resolution', 'DirectX: Version 9.0c', 'Storage: 500 MB available space', 'Sound Card: SB compatible']"
Conquer The Universe,"Mar 29, 2021",0,https://store.steampowered.com/app/1537030/Conquer_The_Universe/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'RPG']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 or higher', 'Processor: Intel Dual-Core 1.6GHz or faster processor', 'Memory: 1 GB RAM', 'Graphics: Graphic card with DX10 (Shader-Model 4.0) abilities', 'DirectX: Version 10', 'Storage: 150 MB available space']"
Dreams and Nightmares,"Jun 5, 2021",0,https://store.steampowered.com/app/1554530/Dreams_and_Nightmares/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Online Co-op', 'LAN Co-op', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Free to Play']","['OS: Windows 10', 'Processor: TBD', 'Memory: 2 GB RAM', 'Graphics: TBD', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 2 GB available space', 'Sound Card: TBD', 'Additional Notes: TBD']"
Lucky Tlhalerwa - Zombie Rampage,"Apr 4, 2022",0,https://store.steampowered.com/app/1941180/Lucky_Tlhalerwa__Zombie_Rampage/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Steam is learning about this game\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure']","['Requires a 64-bit processor and operating system', 'OS: Windows 7, Windows 8 & Windows 10', 'Processor: Intel Core i5 3rd Generation', 'Memory: 4 GB RAM', 'Graphics: Nvidia Geforce GTX 720TI', 'Storage: 2 GB available space', 'Additional Notes: Recommended Use Of An SSD As Opposed To An HDD']"
The Babysitter,"Sep 1, 2021",0,https://store.steampowered.com/app/1726280/The_Babysitter/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']",[],"['Requires a 64-bit processor and operating system', 'OS: Microsoft® Windows® 10', 'Processor: Intel® Core™ i7', 'Memory: 4 GB RAM', 'Storage: 500 MB available space', 'Additional Notes: While the game has been tested on this setting, it should work fine also with lower requirements.']"
War Theatre: Blood of Winter,"Sep 27, 2019",0,https://store.steampowered.com/app/1150650/War_Theatre_Blood_of_Winter/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Online PvP', 'Full controller support', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'RPG', 'Strategy', 'Early Access']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 (64-bit)', 'Processor: Intel Core i5 2400', 'Memory: 4 GB RAM', 'Storage: 400 MB available space']"
7 Years War,"May 31, 2021",0,https://store.steampowered.com/app/1567580/7_Years_War/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure']",[]
Hat Hunters,"Jun 30, 2018",0,https://store.steampowered.com/app/874880/Hat_Hunters/?snr=1_7_7_230_150_67,Mixed,54,,"['Shared/Split Screen PvP', 'Full controller support', 'Remote Play Together', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Casual', 'Free to Play', 'Indie']","['OS: Windows 7 or later', 'Processor: 2.0GHz', 'Memory: 512 MB RAM', 'Graphics: Graphics card with DX10 (shader model 4.0) capabilities.', 'DirectX: Version 10', 'Storage: 200 MB available space', 'Additional Notes: For more than 2 players, gamepads are required']"
Dash Dash Delivery,"Jul 26, 2021",0,https://store.steampowered.com/app/1661800/Dash_Dash_Delivery/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Casual', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows 7', 'Processor: 2 GHZ', 'Memory: 4 GB RAM', 'Graphics: 1 GB VRAM DX10 compatible', 'DirectX: Version 10', 'Storage: 500 MB available space', 'Sound Card: Yes']"
Turtle's Quest,"Feb 7, 2021",0,https://store.steampowered.com/app/708990/Turtles_Quest/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Full controller support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'Indie', 'RPG', 'Early Access']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel Core i5-3570K or AMD FX-8310', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 780 or AMD Radeon RX 470', 'DirectX: Version 11', 'Storage: 30 GB available space']"
已下架,"Feb 18, 2020",0,https://store.steampowered.com/app/1240910/_/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'MMO', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play']","['OS: ', 'Processor: ', 'Memory: 512 MB RAM', 'Graphics: ', 'Network: Broadband Internet connection', 'Storage: 200 MB available space', 'Sound Card: ']"
Soldier Matt Sowards,"Mar 27, 2020",0,https://store.steampowered.com/app/1264500/Soldier_Matt_Sowards/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Partial Controller Support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation']","['OS: Windows XP or Higher', 'Processor: Intel i3', 'Graphics: Onboard', 'Storage: 100 MB available space', 'Sound Card: Optional']"
Aegis Online,"Nov 2, 2020",0,https://store.steampowered.com/app/1131590/Aegis_Online/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'LAN PvP', 'Shared/Split Screen PvP', 'LAN Co-op', 'Shared/Split Screen Co-op', 'Includes level editor', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation']","['OS: 8', 'Processor: AMD FX-9590', 'Memory: 1 GB RAM', 'Graphics: Intel Integrated Graphics', 'DirectX: Version 10', 'Storage: 512 MB available space']"
Infestation: The New Z,"Nov 22, 2016",0,https://store.steampowered.com/app/555570/Infestation_The_New_Z/?snr=1_7_7_230_150_67,Mixed,65,,"['MMO', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']","['OS: Windows 7 - SP1 64bit', 'Processor: AMD® A8 3870 3,6 Ghz or Intel® Core ™ i3 2100 3.1Ghz or better', 'Memory: 4 GB RAM', 'Graphics: NVIDIA® GeForce GTX 465 / ATI Radeon TM HD 6870', 'DirectX: Version 9.0', 'Storage: 10 GB available space', 'Sound Card: DirectX 9 Compatible Card']"
Survarium,"Apr 2, 2015",0,https://store.steampowered.com/app/355840/Survarium/?snr=1_7_7_230_150_67,Mostly Negative,37,,"['MMO', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards']","['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 (Service Pack 1), Windows 8.1 (64 bit)', 'Processor: Intel Core i3 / AMD Phenom II X4 / AMD FX / AMD Ryzen', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce: GTX 650 / GT 1030 or Radeon R7 250X', 'DirectX: Version 10', 'Network: Broadband Internet connection', 'Storage: 16 GB available space', 'Additional Notes: ']"
Modern Combat 5,"Oct 24, 2018",0,https://store.steampowered.com/app/921060/Modern_Combat_5/?snr=1_7_7_230_150_67,Mixed,52,,"['Single-player', 'Online PvP', 'In-App Purchases']","['Action', 'Free to Play']","['OS: Windows 7 SP1 or newer', 'Processor: Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz (2 CPUs), ~2.9GHz', 'Memory: 2 GB RAM', 'Graphics: NVIDIA Geforce  GT 220', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 4 GB available space', 'Sound Card: DirectX compatible', 'Additional Notes: Currently not optimized for touchscreen devices']"
METAL SLUG DEFENSE,"May 1, 2015",0,https://store.steampowered.com/app/356310/METAL_SLUG_DEFENSE/?snr=1_7_7_230_150_67,Mixed,53,,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",['Action'],"['OS: Windows7', 'Processor: Intel Core i5 2300 and up', 'Memory: 1 GB RAM', 'Graphics: Intel HD Graphics', 'Storage: 300 MB available space', 'Additional Notes: OpenGL1.3/1.4/2.0/3.0']"
King’s Bounty: Legions,"Dec 10, 2013",0,https://store.steampowered.com/app/235400/Kings_Bounty_Legions/?snr=1_7_7_230_150_67,Mixed,53,,"['Single-player', 'Cross-Platform Multiplayer']","['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']","['OS: Windows 7', 'Processor: 1 GHz', 'Memory: 2 GB RAM', 'Graphics: any graphic card with 1 GB VRAM', 'Network: Broadband Internet connection', 'Storage: 1 GB available space', 'Sound Card: any', 'Additional Notes: none']"
Mega Man X DiVE,"Sep 14, 2021",0,https://store.steampowered.com/app/1582620/Mega_Man_X_DiVE/?snr=1_7_7_230_150_67,Mixed,54,,"['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS: Windows 7,  8.1, 10 (64-bit required)', 'Processor: Intel Core i5-4460 3.20GHz or AMD equivalent or better', 'Memory: 4 GB RAM', 'Graphics: GeForce GTX 660 or better', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 10 GB available space', 'Sound Card: DirectSound (DirectX 9.0c or better)']"
My boss is weird,"Feb 2, 2021",0,https://store.steampowered.com/app/1506600/My_boss_is_weird/?snr=1_7_7_230_150_67,Mixed,56,,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Free to Play', 'Indie']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 SP1 or newer', 'Processor: Intel Core i3', 'Memory: 2 GB RAM', 'Graphics: Graphics card with DX11 capabilities', 'DirectX: Version 11', 'Storage: 200 MB available space']"
Sansar,"Dec 5, 2018",0,https://store.steampowered.com/app/586110/Sansar/?snr=1_7_7_230_150_67,Mixed,53,,"['Single-player', 'MMO', 'Online PvP', 'Online Co-op', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Casual', 'Free to Play', 'Massively Multiplayer']","['Requires a 64-bit processor and operating system', 'OS: 64-bit Windows 7 SP1', 'Processor: Intel i3-6100 / AMD FX4350', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 960 / AMD Radeon R9 290 or greater with 4 GB dedicated video memory', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 3 GB available space', 'Additional Notes: Microphone required for voice chat.']"
Shadownest,"Jun 17, 2021",0,https://store.steampowered.com/app/1592180/Shadownest/?snr=1_7_7_230_150_67,Mixed,53,,"['Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Casual', 'Free to Play']",[]
Tiny Heroes 2,"May 17, 2021",0,https://store.steampowered.com/app/1599760/Tiny_Heroes_2/?snr=1_7_7_230_150_67,Mixed,50,,"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Free to Play', 'RPG']",[]
Glitch,"Jul 18, 2018",0,https://store.steampowered.com/app/890920/Glitch/?snr=1_7_7_230_150_67,Mixed,53,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Adventure', 'Casual', 'Free to Play', 'Indie']",['OS: Windows 7']
My Little Farmies,"Feb 27, 2018",0,https://store.steampowered.com/app/789100/My_Little_Farmies/?snr=1_7_7_230_150_67,Very Positive,80,,"['Single-player', 'Online Co-op', 'In-App Purchases']","['Casual', 'Free to Play']",[]
The Misfits,"Aug 20, 2018",0,https://store.steampowered.com/app/614940/The_Misfits/?snr=1_7_7_230_150_67,Mixed,53,,"['Online PvP', 'Cross-Platform Multiplayer', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Free to Play', 'Indie']","['OS: Windows 7 or later', 'Processor: Core i3-3250 or AMD equivalent', 'Memory: 6 GB RAM', 'Graphics: nvidia GT 730 or AMD R7 240', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 4 GB available space', 'Sound Card: N/A']"
九劫曲:诅咒之地 NineTrials Test Server,"Mar 1, 2019",0,https://store.steampowered.com/app/1012730/_NineTrials_Test_Server/?snr=1_7_7_230_150_67,Mixed,53,,['Online PvP'],"['Action', 'Free to Play', 'Massively Multiplayer']","['Requires a 64-bit processor and operating system', 'OS: WINDOWS10', 'Processor: Intel core i5', 'Memory: 8 GB RAM', 'Graphics: NVIDIA Geforce GTX 960 4GB', 'Storage: 15 GB available space']"
Cloney,"Jan 19, 2016",0,https://store.steampowered.com/app/400030/Cloney/?snr=1_7_7_230_150_68,Mixed,53,,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']","['Casual', 'Free to Play']",[]
Ghostwire: Tokyo - Prelude,"Mar 8, 2022",0,https://store.steampowered.com/app/1817250/Ghostwire_Tokyo__Prelude/?snr=1_7_7_230_150_68,Mixed,53,,['Single-player'],"['Adventure', 'Casual', 'Free to Play']",[]
Multiplayer FPS Demo,"Jul 6, 2017",0,https://store.steampowered.com/app/628440/Multiplayer_FPS_Demo/?snr=1_7_7_230_150_68,Mixed,53,,"['Single-player', 'Online PvP', 'Online Co-op']","['Action', 'Casual', 'Free to Play']","['OS: Windows 7', 'Processor: Intel Pentium D or AMD Athlon 64 (K8) 2.6 GHz', 'Memory: 1 GB RAM', 'Graphics: Intel HD Graphics or AMD/ATI Radeon HD Graphics', 'DirectX: Version 9.0', 'Storage: 60 MB available space']"
Twisted Worlds,"Jun 17, 2016",0,https://store.steampowered.com/app/464800/Twisted_Worlds/?snr=1_7_7_230_150_68,Mixed,53,,"['Single-player', 'Steam Trading Cards', 'In-App Purchases']","['Adventure', 'Casual']",[]
Genesis - 创世争霸,"Mar 13, 2019",0,https://store.steampowered.com/app/755080/Genesis/?snr=1_7_7_230_150_68,,,,"['Online PvP', 'Full controller support', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']","['OS: Win7 x64', 'Processor: Intel 或 AMD四核 2.4 GHz', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 650 1G', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 8 GB available space', 'Sound Card: Realtek']"
Jack Is Missing,"Aug 28, 2018",0,https://store.steampowered.com/app/921500/Jack_Is_Missing/?snr=1_7_7_230_150_68,Mixed,53,,"['Single-player', 'Profile Features Limited\xa0\r\n\t\t\t\t\t\t\t\t\t\t\n\n']","['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']","['OS: Windows 7', 'Processor: Intel Core i3 / other', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce  630 / other with 2GB memory', 'DirectX: Version 11', 'Storage: 900 MB available space']"
